,Id,Age Category,Sex,Rank,Time,Year
37239,1724,"[30, 35)",M,544,13464,2016
37242,1727,"[40, 45)",M,1755,16686,2016
37244,1729,"[30, 35)",F,2191,17942,2016
37245,1730,"[40, 45)",M,1473,15960,2016
37246,1731,"[35, 40)",F,1928,17150,2016
37249,1734,"[35, 40)",M,2520,19333,2016
37250,1735,"[40, 45)",M,1601,16251,2016
37252,1737,"[45, 50)",M,1077,14821,2016
37255,1740,"[45, 50)",M,130,11813,2016
37256,1741,"[50, 55)",M,1874,17010,2016
37257,1742,"[50, 55)",M,2107,17691,2016
37258,1743,"[40, 45)",M,392,12983,2016
37259,1744,"[35, 40)",M,2354,18615,2016
37260,1745,"[35, 40)",M,1000,14573,2016
37261,1746,"[30, 35)",M,1684,16471,2016
37263,1748,"[20, 25)",M,2726,20496,2016
37264,1749,"[40, 45)",F,745,14012,2016
37267,1752,"[20, 25)",F,894,14330,2016
37269,1754,"[40, 45)",F,2899,22128,2016
37271,1756,"[60, 65)",M,3023,25002,2016
37276,1761,"[30, 35)",M,1006,14586,2016
37278,1763,"[50, 55)",M,1679,16461,2016
37279,1764,"[35, 40)",M,950,14435,2016
37281,1766,"[25, 30)",M,900,14334,2016
37282,1767,"[45, 50)",M,421,13099,2016
37283,1768,"[25, 30)",F,1339,15541,2016
37285,1770,"[40, 45)",M,233,12388,2016
37286,1771,"[30, 35)",F,2580,19613,2016
37288,1773,"[35, 40)",M,608,13633,2016
37289,1774,"[25, 30)",F,2801,21066,2016
37291,1776,"[40, 45)",F,2246,18162,2016
37292,1777,"[35, 40)",M,535,13446,2016
37294,1779,"[35, 40)",M,89,11420,2016
37295,1780,"[25, 30)",M,1986,17317,2016
37296,1781,"[35, 40)",F,2823,21286,2016
37298,1783,"[45, 50)",F,2330,18520,2016
37299,1784,"[25, 30)",F,2364,18677,2016
37301,1786,"[25, 30)",F,345,12796,2016
37303,1788,"[30, 35)",F,872,14280,2016
37304,1789,"[35, 40)",M,562,13509,2016
37305,1790,"[15, 20)",F,2798,21037,2016
37306,1791,"[60, 65)",M,2963,23294,2016
37309,1794,"[45, 50)",M,743,14009,2016
37310,1795,"[35, 40)",M,314,12661,2016
37311,1796,"[20, 25)",F,2924,22505,2016
37312,1797,"[45, 50)",M,656,13762,2016
37314,1799,"[45, 50)",F,1542,16100,2016
37315,1800,"[50, 55)",M,342,12791,2016
37316,1801,"[35, 40)",M,2705,20329,2016
37317,1802,"[45, 50)",M,2531,19387,2016
37318,1803,"[30, 35)",F,2905,22184,2016
37319,1804,"[40, 45)",F,2051,17500,2016
37321,1806,"[30, 35)",M,239,12411,2016
37323,1808,"[25, 30)",M,1297,15424,2016
37324,1809,"[40, 45)",F,1116,14912,2016
37325,1810,"[30, 35)",F,751,14018,2016
37327,1812,"[25, 30)",M,3046,27011,2016
37328,1813,"[15, 20)",M,1609,16276,2016
37329,1814,"[30, 35)",F,895,14330,2016
37330,1815,"[30, 35)",F,734,13988,2016
37334,1819,"[35, 40)",M,1172,15058,2016
37335,1820,"[35, 40)",M,2266,18238,2016
37336,1821,"[40, 45)",F,2188,17939,2016
37337,1822,"[40, 45)",M,1304,15430,2016
37338,1823,"[25, 30)",F,357,12841,2016
37339,1824,"[55, 60)",M,1058,14768,2016
37340,1825,"[40, 45)",M,1400,15747,2016
37343,1828,"[55, 60)",F,2964,23295,2016
37344,1829,"[55, 60)",M,927,14376,2016
37347,1832,"[50, 55)",M,1621,16309,2016
37348,1833,"[30, 35)",M,2736,20577,2016
37349,1834,"[40, 45)",M,109,11666,2016
37350,1835,"[55, 60)",F,2172,17901,2016
37351,1836,"[60, 65)",M,749,14017,2016
37352,1837,"[30, 35)",M,1277,15365,2016
37353,1838,"[50, 55)",M,739,13999,2016
37354,1839,"[45, 50)",M,380,12951,2016
37355,1840,"[35, 40)",M,1583,16190,2016
37356,1841,"[55, 60)",M,2129,17754,2016
37357,1842,"[30, 35)",F,1209,15147,2016
37359,1844,"[60, 65)",F,2929,22603,2016
37360,1845,"[75, 80)",M,2106,17689,2016
37362,1847,"[35, 40)",M,1421,15810,2016
37364,1849,"[40, 45)",F,1800,16803,2016
37366,1851,"[40, 45)",F,1489,15987,2016
37367,1852,"[40, 45)",F,3020,24832,2016
37369,1854,"[40, 45)",M,1648,16385,2016
37370,1855,"[35, 40)",F,2164,17874,2016
37371,1856,"[35, 40)",M,2729,20529,2016
37374,1859,"[25, 30)",F,1560,16131,2016
37375,1860,"[35, 40)",F,1279,15366,2016
37378,1863,"[25, 30)",M,1919,17107,2016
37379,1864,"[35, 40)",F,3031,25365,2016
37380,1865,"[45, 50)",M,2975,23517,2016
37382,1867,"[25, 30)",F,2174,17910,2016
37383,1868,"[45, 50)",M,2969,23312,2016
37386,1871,"[30, 35)",F,2247,18163,2016
37387,1872,"[50, 55)",M,2619,19783,2016
37388,1873,"[40, 45)",M,2345,18584,2016
37389,1874,"[30, 35)",M,573,13548,2016
37391,1876,"[45, 50)",F,1969,17267,2016
37392,1877,"[20, 25)",M,133,11830,2016
37393,1878,"[40, 45)",M,199,12213,2016
37394,1879,"[25, 30)",M,690,13878,2016
37397,1882,"[40, 45)",M,1380,15689,2016
37398,1883,"[40, 45)",M,943,14408,2016
37399,1884,"[40, 45)",F,2961,23291,2016
37401,1886,"[45, 50)",M,922,14364,2016
37402,1887,"[30, 35)",F,819,14160,2016
37403,1888,"[35, 40)",F,2627,19808,2016
37405,1890,"[40, 45)",M,904,14338,2016
37406,1891,"[65, 70)",M,2900,22132,2016
37407,1892,"[35, 40)",M,1132,14943,2016
37409,1894,"[40, 45)",M,883,14312,2016
37410,1895,"[35, 40)",M,747,14016,2016
37411,1896,"[45, 50)",M,415,13090,2016
37412,1897,"[45, 50)",F,2384,18780,2016
37415,1900,"[40, 45)",F,2904,22184,2016
37419,1904,"[35, 40)",M,1081,14830,2016
37420,1905,"[40, 45)",M,750,14017,2016
37421,1906,"[30, 35)",M,593,13593,2016
37422,1907,"[25, 30)",M,2428,18992,2016
37423,1908,"[40, 45)",F,1837,16909,2016
37425,1910,"[40, 45)",F,1957,17240,2016
37426,1911,"[55, 60)",M,1260,15294,2016
37427,1912,"[45, 50)",F,2888,22002,2016
37428,1913,"[45, 50)",M,1779,16751,2016
37431,1916,"[30, 35)",F,2388,18803,2016
37434,1919,"[35, 40)",M,1481,15965,2016
37435,1920,"[40, 45)",M,310,12653,2016
37436,1921,"[50, 55)",M,2244,18161,2016
37437,1922,"[45, 50)",M,770,14058,2016
37438,1923,"[60, 65)",M,1568,16149,2016
37439,1924,"[35, 40)",F,2198,17981,2016
37441,1926,"[35, 40)",M,1895,17058,2016
37444,1929,"[30, 35)",F,2624,19800,2016
37445,1930,"[35, 40)",M,612,13642,2016
37446,1931,"[25, 30)",M,1790,16771,2016
37447,1932,"[45, 50)",M,2716,20404,2016
37448,1933,"[25, 30)",F,2911,22249,2016
37450,1935,"[50, 55)",F,2561,19527,2016
37451,1936,"[20, 25)",F,2930,22643,2016
37452,1937,"[50, 55)",F,1998,17361,2016
37453,1938,"[45, 50)",M,2893,22100,2016
37458,1943,"[20, 25)",F,2785,20945,2016
37460,1945,"[30, 35)",F,798,14112,2016
37461,1946,"[60, 65)",M,2177,17912,2016
37462,1947,"[50, 55)",M,2366,18690,2016
37463,1948,"[30, 35)",F,1856,16961,2016
37465,1950,"[40, 45)",F,1197,15125,2016
37468,1953,"[50, 55)",M,956,14450,2016
37469,1954,"[45, 50)",M,1372,15648,2016
37470,1955,"[35, 40)",F,1248,15262,2016
37471,1956,"[55, 60)",M,554,13493,2016
37474,1959,"[40, 45)",M,534,13445,2016
37477,1962,"[25, 30)",F,2524,19351,2016
37480,1965,"[35, 40)",M,2322,18470,2016
37481,1966,"[15, 20)",F,2746,20676,2016
37483,1968,"[25, 30)",F,1939,17188,2016
37484,1969,"[30, 35)",F,1269,15336,2016
37485,1970,"[30, 35)",M,1942,17202,2016
37487,1972,"[40, 45)",F,1963,17251,2016
37489,1974,"[35, 40)",M,1019,14637,2016
37490,1975,"[25, 30)",F,542,13460,2016
37491,1976,"[30, 35)",M,1185,15094,2016
37492,1977,"[30, 35)",M,1610,16280,2016
37493,1978,"[60, 65)",M,1407,15770,2016
37494,1979,"[35, 40)",M,2445,19038,2016
37495,1980,"[50, 55)",F,1922,17113,2016
37497,1982,"[50, 55)",M,2056,17509,2016
37498,1983,"[25, 30)",F,379,12948,2016
37499,1984,"[35, 40)",F,2554,19510,2016
37500,1985,"[35, 40)",F,2772,20860,2016
37501,1986,"[35, 40)",M,1163,15032,2016
37503,1988,"[40, 45)",M,2949,23072,2016
37505,1990,"[35, 40)",M,1021,14642,2016
37506,1991,"[30, 35)",F,2817,21226,2016
37507,1992,"[30, 35)",M,2397,18857,2016
37508,1993,"[45, 50)",M,159,11981,2016
37509,1994,"[30, 35)",F,2751,20700,2016
37510,1995,"[35, 40)",M,171,12041,2016
37511,1996,"[40, 45)",F,2147,17819,2016
37512,1997,"[45, 50)",M,2481,19186,2016
37514,1999,"[30, 35)",F,1438,15862,2016
37515,2000,"[65, 70)",F,3000,24362,2016
37517,2002,"[40, 45)",M,959,14456,2016
37518,2003,"[40, 45)",M,546,13471,2016
37519,2004,"[30, 35)",M,980,14510,2016
37520,2005,"[25, 30)",F,1535,16088,2016
37521,2006,"[45, 50)",M,1861,16971,2016
37522,2007,"[40, 45)",F,201,12224,2016
37523,2008,"[35, 40)",F,2782,20930,2016
37524,2009,"[40, 45)",F,1354,15585,2016
37525,2010,"[25, 30)",F,2419,18942,2016
37526,2011,"[45, 50)",F,701,13907,2016
37527,2012,"[35, 40)",M,2811,21163,2016
37528,2013,"[25, 30)",F,311,12655,2016
37533,2018,"[50, 55)",M,2859,21747,2016
37534,2019,"[35, 40)",M,350,12809,2016
37535,2020,"[35, 40)",F,1677,16455,2016
37537,2022,"[40, 45)",M,2,9712,2016
37538,2023,"[50, 55)",M,259,12501,2016
37540,2025,"[35, 40)",M,2059,17514,2016
37541,2026,"[40, 45)",F,2655,19940,2016
37542,2027,"[40, 45)",F,2966,23298,2016
37543,2028,"[45, 50)",M,1108,14889,2016
37544,2029,"[25, 30)",F,890,14320,2016
37545,2030,"[45, 50)",M,2210,18008,2016
37546,2031,"[50, 55)",M,1765,16718,2016
37548,2033,"[30, 35)",F,2625,19805,2016
37550,2035,"[25, 30)",M,325,12717,2016
37552,2037,"[20, 25)",F,1731,16624,2016
37554,2039,"[40, 45)",M,9,10205,2016
37555,2040,"[35, 40)",M,123,11770,2016
37556,2041,"[45, 50)",M,2063,17525,2016
37559,2044,"[30, 35)",M,1462,15937,2016
37561,2046,"[30, 35)",F,1881,17032,2016
37562,2047,"[50, 55)",M,1240,15239,2016
37563,2048,"[25, 30)",M,1025,14657,2016
37565,2050,"[40, 45)",F,1011,14601,2016
37566,2051,"[50, 55)",M,1904,17089,2016
37567,2052,"[45, 50)",M,1803,16816,2016
37568,2053,"[50, 55)",M,1966,17259,2016
37570,2055,"[40, 45)",F,1911,17101,2016
37571,2056,"[40, 45)",M,543,13464,2016
37572,2057,"[40, 45)",F,35,10886,2016
37573,2058,"[45, 50)",M,2694,20267,2016
37574,2059,"[20, 25)",M,1756,16688,2016
37575,2060,"[35, 40)",M,2585,19627,2016
37577,2062,"[35, 40)",M,1311,15461,2016
37578,2063,"[30, 35)",M,1692,16501,2016
37579,2064,"[45, 50)",M,381,12957,2016
37580,2065,"[30, 35)",M,2484,19192,2016
37581,2066,"[25, 30)",M,1456,15917,2016
37582,2067,"[35, 40)",M,802,14124,2016
37583,2068,"[30, 35)",M,763,14045,2016
37584,2069,"[35, 40)",M,1312,15464,2016
37585,2070,"[55, 60)",M,263,12526,2016
37586,2071,"[30, 35)",F,2184,17925,2016
37587,2072,"[45, 50)",M,1268,15328,2016
37589,2074,"[25, 30)",M,1917,17106,2016
37590,2075,"[40, 45)",F,764,14045,2016
37592,2077,"[35, 40)",F,1292,15413,2016
37593,2078,"[45, 50)",M,645,13732,2016
37594,2079,"[45, 50)",M,121,11766,2016
37595,2080,"[25, 30)",M,2878,21902,2016
37597,2082,"[45, 50)",M,1656,16413,2016
37598,2083,"[25, 30)",F,2874,21846,2016
37599,2084,"[35, 40)",M,1872,17007,2016
37600,2085,"[40, 45)",F,1192,15116,2016
37602,2087,"[20, 25)",F,1729,16623,2016
37603,2088,"[35, 40)",M,75,11285,2016
37606,2091,"[40, 45)",M,273,12558,2016
37607,2092,"[55, 60)",M,720,13964,2016
37608,2093,"[45, 50)",M,1156,15018,2016
37609,2094,"[50, 55)",M,896,14330,2016
37610,2095,"[35, 40)",M,1368,15635,2016
37612,2097,"[35, 40)",M,1322,15487,2016
37614,2099,"[35, 40)",M,1453,15914,2016
37616,2101,"[50, 55)",M,2104,17685,2016
37617,2102,"[45, 50)",M,1943,17207,2016
37618,2103,"[30, 35)",M,242,12421,2016
37619,2104,"[25, 30)",M,2848,21660,2016
37620,2105,"[45, 50)",M,10,10223,2016
37622,2107,"[35, 40)",M,2728,20519,2016
37623,2108,"[50, 55)",M,995,14557,2016
37624,2109,"[25, 30)",F,906,14343,2016
37625,2110,"[35, 40)",M,1384,15700,2016
37627,2112,"[30, 35)",M,240,12417,2016
37628,2113,"[45, 50)",M,2941,22822,2016
37629,2114,"[45, 50)",M,948,14424,2016
37630,2115,"[45, 50)",F,2399,18874,2016
37631,2116,"[35, 40)",M,619,13656,2016
37632,2117,"[50, 55)",M,882,14310,2016
37633,2118,"[35, 40)",F,1910,17101,2016
37634,2119,"[20, 25)",M,2592,19664,2016
37635,2120,"[35, 40)",M,638,13708,2016
37637,2122,"[35, 40)",M,207,12263,2016
37638,2123,"[40, 45)",M,979,14508,2016
37639,2124,"[35, 40)",F,1054,14751,2016
37640,2125,"[40, 45)",F,2936,22765,2016
37641,2126,"[30, 35)",M,1482,15966,2016
37642,2127,"[25, 30)",M,60,11112,2016
37643,2128,"[30, 35)",M,1238,15233,2016
37646,2131,"[55, 60)",M,2083,17578,2016
37647,2132,"[30, 35)",M,715,13953,2016
37648,2133,"[60, 65)",M,941,14400,2016
37650,2135,"[40, 45)",F,2587,19637,2016
37652,2137,"[55, 60)",M,186,12145,2016
37653,2138,"[45, 50)",M,2178,17913,2016
37654,2139,"[30, 35)",F,1075,14818,2016
37655,2140,"[35, 40)",M,1794,16787,2016
37656,2141,"[35, 40)",F,1676,16455,2016
37658,2143,"[35, 40)",M,957,14451,2016
37659,2144,"[15, 20)",F,2626,19808,2016
37660,2145,"[35, 40)",F,1030,14672,2016
37661,2146,"[45, 50)",M,2333,18532,2016
37664,2149,"[30, 35)",M,2042,17475,2016
37665,2150,"[45, 50)",F,860,14259,2016
37666,2151,"[30, 35)",M,463,13225,2016
37667,2152,"[45, 50)",F,1760,16701,2016
37669,2154,"[40, 45)",F,911,14348,2016
37671,2156,"[40, 45)",M,1878,17026,2016
37676,2161,"[35, 40)",M,1936,17181,2016
37678,2163,"[40, 45)",F,2483,19191,2016
37679,2164,"[60, 65)",M,2872,21840,2016
37680,2165,"[35, 40)",F,3030,25364,2016
37685,2170,"[55, 60)",M,2413,18925,2016
37686,2171,"[35, 40)",M,1059,14769,2016
37687,2172,"[50, 55)",M,1486,15972,2016
37689,2174,"[35, 40)",M,726,13973,2016
37690,2175,"[50, 55)",M,2370,18712,2016
37691,2176,"[35, 40)",M,2663,19997,2016
37694,2179,"[40, 45)",M,1495,16007,2016
37695,2180,"[45, 50)",M,400,13021,2016
37697,2182,"[25, 30)",M,820,14165,2016
37698,2183,"[60, 65)",M,694,13884,2016
37699,2184,"[40, 45)",M,347,12801,2016
37700,2185,"[25, 30)",M,2405,18891,2016
37701,2186,"[25, 30)",F,2509,19296,2016
37702,2187,"[30, 35)",F,2568,19544,2016
37703,2188,"[30, 35)",M,618,13655,2016
37704,2189,"[50, 55)",M,2691,20240,2016
37705,2190,"[45, 50)",F,1977,17284,2016
37706,2191,"[45, 50)",M,1066,14792,2016
37709,2194,"[50, 55)",F,2913,22302,2016
37710,2195,"[35, 40)",M,2140,17790,2016
37712,2197,"[20, 25)",M,2026,17422,2016
37713,2198,"[40, 45)",F,2410,18903,2016
37714,2199,"[45, 50)",F,832,14195,2016
37715,2200,"[35, 40)",F,2262,18217,2016
37716,2201,"[45, 50)",F,2127,17749,2016
37717,2202,"[50, 55)",M,2176,17911,2016
37721,2206,"[40, 45)",M,607,13630,2016
37722,2207,"[40, 45)",M,1306,15433,2016
37724,2209,"[30, 35)",M,2461,19083,2016
37726,2211,"[45, 50)",M,2773,20866,2016
37727,2212,"[25, 30)",F,1576,16168,2016
37728,2213,"[35, 40)",M,1797,16795,2016
37729,2214,"[30, 35)",M,2502,19262,2016
37730,2215,"[40, 45)",F,1870,16986,2016
37732,2217,"[45, 50)",M,1333,15522,2016
37734,2219,"[30, 35)",F,2490,19211,2016
37736,2221,"[40, 45)",M,1229,15209,2016
37738,2223,"[45, 50)",F,771,14059,2016
37739,2224,"[40, 45)",M,2131,17760,2016
37741,2226,"[35, 40)",M,532,13438,2016
37743,2228,"[40, 45)",F,1886,17042,2016
37744,2229,"[40, 45)",M,845,14223,2016
37745,2230,"[60, 65)",M,2507,19292,2016
37746,2231,"[45, 50)",M,972,14494,2016
37747,2232,"[30, 35)",F,2979,23559,2016
37748,2233,"[45, 50)",F,1968,17266,2016
37749,2234,"[20, 25)",F,280,12569,2016
37750,2235,"[45, 50)",F,2987,23770,2016
37751,2236,"[30, 35)",F,742,14006,2016
37752,2237,"[40, 45)",M,660,13771,2016
37753,2238,"[30, 35)",F,1488,15986,2016
37754,2239,"[45, 50)",M,355,12835,2016
37755,2240,"[45, 50)",M,545,13467,2016
37756,2241,"[40, 45)",F,2752,20710,2016
37757,2242,"[30, 35)",F,1343,15553,2016
37758,2243,"[45, 50)",F,1250,15264,2016
37761,2246,"[65, 70)",M,2430,18998,2016
37764,2249,"[35, 40)",F,2457,19060,2016
37765,2250,"[45, 50)",M,735,13989,2016
37768,2253,"[55, 60)",M,841,14216,2016
37770,2255,"[40, 45)",M,898,14332,2016
37772,2257,"[30, 35)",F,1201,15133,2016
37773,2258,"[20, 25)",M,78,11328,2016
37774,2259,"[35, 40)",M,768,14050,2016
37775,2260,"[35, 40)",F,2186,17934,2016
37776,2261,"[25, 30)",M,1370,15640,2016
37778,2263,"[45, 50)",F,2393,18841,2016
37779,2264,"[55, 60)",M,2324,18475,2016
37780,2265,"[40, 45)",M,51,11029,2016
37781,2266,"[45, 50)",F,2934,22694,2016
37784,2269,"[25, 30)",F,1704,16551,2016
37785,2270,"[35, 40)",M,2360,18648,2016
37786,2271,"[35, 40)",M,1024,14654,2016
37789,2274,"[40, 45)",M,296,12622,2016
37791,2276,"[25, 30)",F,1121,14917,2016
37792,2277,"[25, 30)",F,1643,16375,2016
37793,2278,"[35, 40)",M,276,12561,2016
37794,2279,"[40, 45)",M,1112,14898,2016
37796,2281,"[35, 40)",M,278,12566,2016
37799,2284,"[50, 55)",M,2159,17862,2016
37800,2285,"[40, 45)",M,2711,20350,2016
37802,2287,"[45, 50)",M,1298,15424,2016
37803,2288,"[40, 45)",F,600,13615,2016
37804,2289,"[45, 50)",M,1471,15950,2016
37806,2291,"[30, 35)",M,963,14465,2016
37807,2292,"[25, 30)",M,1410,15782,2016
37808,2293,"[40, 45)",F,1180,15082,2016
37809,2294,"[50, 55)",M,2952,23141,2016
37810,2295,"[45, 50)",M,1816,16842,2016
37811,2296,"[40, 45)",F,2053,17505,2016
37812,2297,"[25, 30)",M,2775,20882,2016
37813,2298,"[35, 40)",M,1549,16109,2016
37815,2300,"[40, 45)",F,2455,19059,2016
37818,2303,"[40, 45)",M,722,13966,2016
37819,2304,"[50, 55)",M,3017,24768,2016
37821,2306,"[35, 40)",M,1417,15801,2016
37822,2307,"[30, 35)",F,2767,20835,2016
37824,2309,"[20, 25)",F,2218,18051,2016
