Id,Sex,Age Category,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2014,2015,2016,Time,Rank,TotalRaces,LastRace
339,0,0.153846153846,0,0,0,0,0,0,0,0,0,0,0,0,1,0.539792616076,0.416815742397,1,1
342,0,0.538461538462,0,0,0,0,0,0,0,0,0,0,0,0,1,0.47998811175,0.252491694352,1,1
344,0,0.538461538462,0,0,0,0,0,0,0,0,0,0,0,0,1,0.698203553266,0.717863531817,1,1
347,0,0.461538461538,0,0,0,0,1,0,0,1,0,0,1,1,1,0.54207945314,0.387170968566,5,1
348,0,0.615384615385,0,0,0,0,0,0,0,0,0,0,0,0,1,0.50283997094,0.31510350115,1,1
349,0,0.461538461538,0,0,0,0,0,0,0,0,0,0,0,0,1,0.64675384717,0.65780730897,1,1
350,0,0.384615384615,0,0,0,0,0,0,0,0,0,0,0,0,1,0.546628360082,0.435727063634,1,1
352,0,0.692307692308,0,0,0,0,1,1,0,0,0,0,1,1,1,0.39858001453,0.0428315870176,5,1
354,0,0.384615384615,0,0,0,0,0,0,0,0,0,0,0,1,1,0.447493560531,0.149884998722,2,1
355,0,0.461538461538,0,0,0,0,0,0,0,0,0,0,0,0,1,0.437817845585,0.120879120879,1,1
356,0,0.461538461538,0,0,0,0,0,0,0,0,0,1,1,0,1,0.64549897629,0.73507113042,3,1
357,0,0.384615384615,0,0,0,0,0,0,0,0,0,0,0,0,1,0.539924707747,0.417837975978,1,1
358,1,0.307692307692,0,0,0,0,0,0,0,0,0,0,0,0,1,0.644508288752,0.653462816254,1,1
361,0,0.461538461538,0,0,0,0,0,0,0,0,0,0,0,0,1,0.470906809326,0.22029133657,1,1
364,0,0.692307692308,0,0,0,0,0,0,0,0,0,0,0,0,1,0.491116835084,0.281114234603,1,1
365,0,0.307692307692,0,0,0,0,0,0,0,0,0,0,0,0,1,0.524965325936,0.37030411449,1,1
366,0,0.538461538462,0,0,0,0,0,0,0,0,0,0,0,0,1,0.378112410013,0.0232558139535,1,1
368,1,0.0769230769231,0,0,0,0,0,0,0,0,0,0,0,0,1,0.560233802259,0.474571939688,1,1
